Year,Company,Corpus,text_length,Corpus_token,Corpus_string,Corpus_string_fdist,Corpus_string_lem,is_equal,neg,neu,pos,compound,Sentiment
2016,Abercrombie & Fitch,abercrombie & fitch's overpriced clothes don't justify their quality. you can find better options at more affordable prices elsewhere.,134,"['abercrombie', 'fitch', 'overpriced', 'clothes', 'justify', 'quality', 'find', 'better', 'options', 'affordable', 'prices', 'elsewhere']",abercrombie fitch overpriced clothes justify quality find better options affordable prices elsewhere,abercrombie fitch overpriced clothes justify quality find better options affordable prices elsewhere,abercrombie fitch overpriced clothes justify quality find better options affordable prices elsewhere,True,0.0,0.791,0.209,0.4404,positive
2017,Gap,"the gap's customer service is terrible. they never respond to emails, and their return process is a hassle. i won't be shopping there again.",140,"['gap', 'customer', 'service', 'terrible', 'never', 'respond', 'emails', 'return', 'process', 'hassle', 'shopping']",gap customer service terrible never respond emails return process hassle shopping,gap customer service terrible never respond emails return process hassle shopping,gap customer service terrible never respond emails return process hassle shopping,True,0.237,0.763,0.0,-0.4767,negative
2018,Victoria's Secret,victoria's secret's marketing strategies are outdated and promote unrealistic beauty standards. it's time for a change.,119,"['victoria', 'secret', 'marketing', 'strategies', 'outdated', 'promote', 'unrealistic', 'beauty', 'standards', 'time', 'change']",victoria secret marketing strategies outdated promote unrealistic beauty standards time change,victoria secret marketing strategies outdated promote unrealistic beauty standards time change,victoria secret marketing strategies outdated promote unrealistic beauty standards time change,True,0.0,0.584,0.416,0.7506,positive
2019,Juicy Couture,"juicy couture's brand image has lost its appeal. their velour tracksuits are no longer trendy, and their designs lack creativity.",129,"['juicy', 'couture', 'brand', 'image', 'lost', 'appeal', 'velour', 'tracksuits', 'longer', 'trendy', 'designs', 'lack', 'creativity']",juicy couture brand image lost appeal velour tracksuits longer trendy designs lack creativity,juicy couture brand image lost appeal velour tracksuits longer trendy designs lack creativity,juicy couture brand image lost appeal velour tracksuits longer trendy designs lack creativity,True,0.267,0.581,0.151,-0.25,negative
2016,Aeropostale,aeropostale's clothes are generic and lack uniqueness. it's hard to find anything stylish or fashionable in their stores.,121,"['aeropostale', 'clothes', 'generic', 'lack', 'uniqueness', 'hard', 'find', 'anything', 'stylish', 'fashionable', 'stores']",aeropostale clothes generic lack uniqueness hard find anything stylish fashionable stores,aeropostale clothes generic lack uniqueness hard find anything stylish fashionable stores,aeropostale clothes generic lack uniqueness hard find anything stylish fashionable stores,True,0.291,0.709,0.0,-0.4019,negative
2017,American Eagle Outfitters,"american eagle's clothes shrink after one wash, and their colors fade quickly. it's not worth the money considering the quality.",128,"['american', 'eagle', 'clothes', 'shrink', 'one', 'wash', 'colors', 'fade', 'quickly', 'worth', 'money', 'considering', 'quality']",american eagle clothes shrink one wash colors fade quickly worth money considering quality,american eagle clothes shrink one wash colors fade quickly worth money considering quality,american eagle clothes shrink one wash colors fade quickly worth money considering quality,True,0.0,0.863,0.137,0.2263,positive
2018,Dolce & Gabbana,"dolce & gabbana's prices are exorbitant. their luxury items are way overpriced, and there are better options available at more reasonable prices.",145,"['dolce', 'gabbana', 'prices', 'exorbitant', 'luxury', 'items', 'way', 'overpriced', 'better', 'options', 'available', 'reasonable', 'prices']",dolce gabbana prices exorbitant luxury items way overpriced better options available reasonable prices,dolce gabbana prices exorbitant luxury items way overpriced better options available reasonable prices,dolce gabbana prices exorbitant luxury items way overpriced better options available reasonable prices,True,0.0,0.805,0.195,0.4404,positive
2015,General Motors,"i'm so disappointed with general motors' vehicles. they have so many recalls, and their customer service is terrible. never buying a gm car again!",146,"['disappointed', 'general', 'motors', 'vehicles', 'many', 'recalls', 'customer', 'service', 'terrible', 'never', 'buying', 'gm', 'car']",disappointed general motors vehicles many recalls customer service terrible never buying car,disappointed general motors vehicles many recalls customer service terrible never buying car,disappointed general motors vehicles many recalls customer service terrible never buying car,True,0.383,0.617,0.0,-0.7351,negative
2016,Ford,"ford's cars are so unreliable. i've had nothing but problems with mine, and their service centers are always busy and unhelpful.",128,"['ford', 'cars', 'unreliable', 'nothing', 'problems', 'mine', 'service', 'centers', 'always', 'busy', 'unhelpful']",ford cars unreliable nothing problems mine service centers always busy unhelpful,ford cars unreliable nothing problems mine service centers always busy unhelpful,ford cars unreliable nothing problems mine service centers always busy unhelpful,True,0.0,0.816,0.184,0.3089,positive
2017,Tesla,"i regret buying a tesla. the quality control is abysmal, and their customer support is non-existent. it's been a nightmare dealing with them.",141,"['regret', 'buying', 'tesla', 'quality', 'control', 'abysmal', 'customer', 'support', 'non', 'existent', 'nightmare', 'dealing']",regret buying tesla quality control abysmal customer support non existent nightmare dealing,regret buying tesla quality control abysmal customer support non existent nightmare dealing,regret buying tesla quality control abysmal customer support non existent nightmare dealing,True,0.181,0.645,0.174,-0.0258,negative
2018,Fiat Chrysler Automobiles,"fiat chrysler's vehicles have so many issues. they break down frequently, and the repairs are expensive. not worth the hassle.",126,"['fiat', 'chrysler', 'vehicles', 'many', 'issues', 'break', 'frequently', 'repairs', 'expensive', 'worth', 'hassle']",fiat chrysler vehicles many issues break frequently repairs expensive worth hassle,fiat chrysler vehicles many issues break frequently repairs expensive worth hassle,fiat chrysler vehicles many issues break frequently repairs expensive worth hassle,True,0.0,0.84,0.16,0.2263,positive
2019,Volkswagen,volkswagen's diesel scandal damaged their reputation. it's hard to trust them after such a major deception. they need to earn back consumers' trust.,148,"['volkswagen', 'diesel', 'scandal', 'damaged', 'reputation', 'hard', 'trust', 'major', 'deception', 'need', 'earn', 'back', 'consumers', 'trust']",volkswagen diesel scandal damaged reputation hard trust major deception need earn back consumers trust,volkswagen diesel scandal damaged reputation hard trust major deception need earn back consumers trust,volkswagen diesel scandal damaged reputation hard trust major deception need earn back consumers trust,True,0.409,0.324,0.267,-0.3612,negative
2016,BMW,bmw's maintenance costs are outrageous. every little repair or service appointment ends up costing a fortune. it's a money pit.,127,"['bmw', 'maintenance', 'costs', 'outrageous', 'every', 'little', 'repair', 'service', 'appointment', 'ends', 'costing', 'fortune', 'money', 'pit']",bmw maintenance costs outrageous every little repair service appointment ends costing fortune money pit,bmw maintenance costs outrageous every little repair service appointment ends costing fortune money pit,bmw maintenance costs outrageous every little repair service appointment ends costing fortune money pit,True,0.188,0.812,0.0,-0.4588,negative
2017,Toyota,"toyota's quality has gone downhill. the new models have cheap materials, and the interiors feel flimsy. disappointed with their recent cars.",140,"['toyota', 'quality', 'gone', 'downhill', 'new', 'models', 'cheap', 'materials', 'interiors', 'feel', 'flimsy', 'disappointed', 'recent', 'cars']",toyota quality gone downhill new models cheap materials interiors feel flimsy disappointed recent cars,toyota quality gone downhill new models cheap materials interiors feel flimsy disappointed recent cars,toyota quality gone downhill new models cheap materials interiors feel flimsy disappointed recent cars,True,0.193,0.807,0.0,-0.4767,negative
2018,Honda,"honda's transmissions are unreliable and prone to failure. it's a known issue, and they haven't addressed it properly. frustrating to deal with.",144,"['honda', 'transmissions', 'unreliable', 'prone', 'failure', 'known', 'issue', 'addressed', 'properly', 'frustrating', 'deal']",honda transmissions unreliable prone failure known issue addressed properly frustrating deal,honda transmissions unreliable prone failure known issue addressed properly frustrating deal,honda transmissions unreliable prone failure known issue addressed properly frustrating deal,True,0.408,0.592,0.0,-0.7351,negative
2019,General Motors,general motors' lack of innovation is disappointing. their vehicles feel outdated compared to the competition. time for some fresh ideas.,137,"['general', 'motors', 'lack', 'innovation', 'disappointing', 'vehicles', 'feel', 'outdated', 'compared', 'competition', 'time', 'fresh', 'ideas']",general motors lack innovation disappointing vehicles feel outdated compared competition time fresh ideas,general motors lack innovation disappointing vehicles feel outdated compared competition time fresh ideas,general motors lack innovation disappointing vehicles feel outdated compared competition time fresh ideas,True,0.284,0.464,0.253,-0.1531,negative
